Industry,Country,Year,Attack_Type,Data_Type,Records_Compromised,Employee_Count,Security_Budget_Million_USD,Financial_Impact_Million_USD,Recovery_Time_Days,Incident_Severity,Baseline_Industry_Cost_Million_USD,Per_Record_Cost_USD,Estimated_Financial_Impact_Million_USD
Banking,India,2017.0,DDoS,pii_customer,538245.0,8900,12.3,45.98,18,2.0,4.22,100.0,45.98
Telecommunications,India,2021.0,Malware,pii_customer,838461.0,45000,34.5,50.97,6,1.0,4.22,100.0,50.97
Banking,Brazil,2020.0,SQL Injection,pii_customer,912770.0,8900,12.3,68.05,67,4.0,4.22,100.0,68.05
Education,India,2021.0,DDoS,pii_customer,62194.0,3400,2.1,95.95,12,1.0,3.376,100.0,95.95
Banking,UK,2023.0,Man-in-the-Middle,pii_customer,416522.0,8900,12.3,15.01,63,4.0,4.22,100.0,15.01
IT,UK,2021.0,DDoS,pii_customer,530341.0,8900,12.3,70.49,40,3.0,4.22,100.0,70.49
IT,Japan,2022.0,Ransomware,pii_customer,346939.0,8900,12.3,73.1,21,2.0,4.22,100.0,73.1
Banking,Russia,2021.0,Phishing,pii_customer,56333.0,8900,12.3,78.45,8,1.0,4.22,100.0,78.45
IT,Germany,2018.0,Ransomware,pii_customer,644913.0,8900,12.3,27.51,32,3.0,4.22,100.0,27.51
Banking,Japan,2017.0,SQL Injection,pii_customer,295917.0,8900,12.3,18.01,57,4.0,4.22,100.0,18.01
Healthcare,India,2020.0,Malware,pii_customer,54206.0,10700,19.2,20.62,51,4.0,8.44,100.0,20.62
Telecommunications,India,2018.0,DDoS,pii_customer,423071.0,45000,34.5,47.5,69,4.0,4.22,100.0,47.5
Healthcare,Australia,2021.0,Man-in-the-Middle,pii_customer,687020.0,10700,19.2,17.62,48,4.0,8.44,100.0,17.62
Education,USA,2020.0,Ransomware,pii_customer,550317.0,3400,2.1,77.09,63,4.0,3.376,100.0,77.09
Banking,Germany,2021.0,Phishing,pii_customer,170032.0,8900,12.3,48.0,24,2.0,4.22,100.0,48.0
Healthcare,China,2020.0,SQL Injection,pii_customer,388591.0,10700,19.2,11.55,68,4.0,8.44,100.0,11.55
Healthcare,India,2023.0,DDoS,pii_customer,438318.0,10700,19.2,2.27,39,3.0,8.44,100.0,2.27
Education,India,2018.0,DDoS,pii_customer,63389.0,3400,2.1,1.71,20,2.0,3.376,100.0,1.71
Retail,USA,2015.0,Man-in-the-Middle,pii_customer,377602.0,23000,8.9,95.66,15,1.0,3.798,100.0,95.66
Government,France,2021.0,SQL Injection,pii_customer,467551.0,2300,8.9,42.75,61,4.0,4.22,100.0,42.75
Telecommunications,UK,2022.0,Malware,pii_customer,361529.0,45000,34.5,38.76,67,4.0,4.22,100.0,38.76
Retail,Australia,2019.0,Man-in-the-Middle,pii_customer,677755.0,23000,8.9,15.21,52,4.0,3.798,100.0,15.21
IT,UK,2022.0,Man-in-the-Middle,pii_customer,303838.0,8900,12.3,66.25,56,4.0,4.22,100.0,66.25
Banking,India,2016.0,Ransomware,pii_customer,339815.0,8900,12.3,93.74,58,4.0,4.22,100.0,93.74
Banking,Russia,2020.0,Ransomware,pii_customer,820140.0,8900,12.3,13.66,63,4.0,4.22,100.0,13.66
IT,Russia,2015.0,Ransomware,pii_customer,879875.0,8900,12.3,49.3,61,4.0,4.22,100.0,49.3
Healthcare,Brazil,2022.0,Man-in-the-Middle,pii_customer,987320.0,10700,19.2,40.94,44,4.0,8.44,100.0,40.94
Government,Japan,2023.0,SQL Injection,pii_customer,772948.0,2300,8.9,13.51,43,4.0,4.22,100.0,13.51
Healthcare,Brazil,2015.0,Phishing,pii_customer,794914.0,10700,19.2,84.83,34,3.0,8.44,100.0,84.83
Telecommunications,Brazil,2019.0,DDoS,pii_customer,198563.0,45000,34.5,36.98,24,2.0,4.22,100.0,36.98
Retail,Germany,2022.0,DDoS,pii_customer,32346.0,23000,8.9,21.45,38,3.0,3.798,100.0,21.45
Banking,China,2015.0,Phishing,pii_customer,541829.0,8900,12.3,18.39,33,3.0,4.22,100.0,18.39
Telecommunications,Russia,2024.0,Phishing,pii_customer,446028.0,45000,34.5,21.22,37,3.0,4.22,100.0,21.22
Education,France,2022.0,Malware,pii_customer,759625.0,3400,2.1,13.06,14,1.0,3.376,100.0,13.06
Retail,Brazil,2017.0,Phishing,pii_customer,520654.0,23000,8.9,3.18,53,4.0,3.798,100.0,3.18
IT,USA,2023.0,DDoS,pii_customer,248383.0,8900,12.3,99.64,55,4.0,4.22,100.0,99.64
Banking,China,2017.0,Man-in-the-Middle,pii_customer,855974.0,8900,12.3,62.39,44,4.0,4.22,100.0,62.39
Government,China,2020.0,Malware,pii_customer,50842.0,2300,8.9,84.23,59,4.0,4.22,100.0,84.23
Education,Germany,2015.0,Man-in-the-Middle,pii_customer,697275.0,3400,2.1,81.5,59,4.0,3.376,100.0,81.5
Telecommunications,Germany,2022.0,Man-in-the-Middle,pii_customer,419912.0,45000,34.5,1.05,40,3.0,4.22,100.0,0.54
Banking,Japan,2023.0,Man-in-the-Middle,pii_customer,193620.0,8900,12.3,65.8,67,4.0,4.22,100.0,65.8
Banking,China,2024.0,SQL Injection,pii_customer,777684.0,8900,12.3,58.32,31,3.0,4.22,100.0,58.32
Healthcare,UK,2018.0,Malware,pii_customer,375245.0,10700,19.2,27.61,20,2.0,8.44,100.0,27.61
IT,China,2023.0,Man-in-the-Middle,pii_customer,656090.0,8900,12.3,22.96,27,3.0,4.22,100.0,22.96
IT,Australia,2016.0,Man-in-the-Middle,pii_customer,653967.0,8900,12.3,80.27,21,2.0,4.22,100.0,80.27
Education,India,2022.0,SQL Injection,pii_customer,977791.0,3400,2.1,1.05,15,1.0,3.376,100.0,0.83
Telecommunications,UK,2023.0,DDoS,pii_customer,397687.0,45000,34.5,81.91,65,4.0,4.22,100.0,81.91
Banking,France,2017.0,Malware,pii_customer,719537.0,8900,12.3,40.87,23,2.0,4.22,100.0,40.87
Telecommunications,Brazil,2017.0,DDoS,pii_customer,724790.0,45000,34.5,34.79,64,4.0,4.22,100.0,34.79
IT,France,2016.0,Phishing,pii_customer,51723.0,8900,12.3,33.33,23,2.0,4.22,100.0,33.33
Healthcare,India,2023.0,Ransomware,pii_customer,312340.0,10700,19.2,18.26,35,3.0,8.44,100.0,18.26
Banking,India,2016.0,Man-in-the-Middle,pii_customer,995025.0,8900,12.3,15.28,52,4.0,4.22,100.0,15.28
Telecommunications,France,2024.0,SQL Injection,pii_customer,336356.0,45000,34.5,48.77,2,1.0,4.22,100.0,48.77
Retail,France,2017.0,Ransomware,pii_customer,886212.0,23000,8.9,48.93,67,4.0,3.798,100.0,48.93
Healthcare,Japan,2016.0,Ransomware,pii_customer,209358.0,10700,19.2,37.23,25,2.0,8.44,100.0,37.23
Education,Russia,2022.0,DDoS,pii_customer,495616.0,3400,2.1,69.24,38,3.0,3.376,100.0,69.24
Government,China,2021.0,SQL Injection,pii_customer,224311.0,2300,8.9,55.55,57,4.0,4.22,100.0,55.55
IT,Japan,2022.0,DDoS,pii_customer,65516.0,8900,12.3,51.95,37,3.0,4.22,100.0,51.95
Government,Germany,2024.0,Ransomware,pii_customer,301972.0,2300,8.9,40.36,33,3.0,4.22,100.0,40.36
Telecommunications,Germany,2015.0,Phishing,pii_customer,124250.0,45000,34.5,47.04,64,4.0,4.22,100.0,47.04
Healthcare,USA,2018.0,Man-in-the-Middle,pii_customer,733934.0,10700,19.2,22.61,31,3.0,8.44,100.0,22.61
IT,Brazil,2022.0,Malware,pii_customer,377446.0,8900,12.3,19.26,12,1.0,4.22,100.0,19.26
IT,China,2021.0,SQL Injection,pii_customer,430792.0,8900,12.3,98.57,9,1.0,4.22,100.0,98.57
IT,UK,2015.0,Malware,pii_customer,825881.0,8900,12.3,96.79,35,3.0,4.22,100.0,96.79
Telecommunications,USA,2020.0,Malware,pii_customer,858207.0,45000,34.5,27.16,42,4.0,4.22,100.0,27.16
Healthcare,Germany,2021.0,Ransomware,pii_customer,912847.0,10700,19.2,16.64,27,3.0,8.44,100.0,16.64
Banking,UK,2018.0,Malware,pii_customer,82287.0,8900,12.3,41.34,61,4.0,4.22,100.0,41.34
Education,USA,2020.0,Man-in-the-Middle,pii_customer,527938.0,3400,2.1,44.85,1,1.0,3.376,100.0,44.85
Telecommunications,UK,2022.0,DDoS,pii_customer,645154.0,45000,34.5,50.9,16,1.0,4.22,100.0,50.9
Retail,India,2018.0,Ransomware,pii_customer,732636.0,23000,8.9,26.01,3,1.0,3.798,100.0,26.01
Retail,Russia,2015.0,DDoS,pii_customer,26321.0,23000,8.9,69.61,11,1.0,3.798,100.0,69.61
Banking,Germany,2023.0,Ransomware,pii_customer,982507.0,8900,12.3,52.88,39,3.0,4.22,100.0,52.88
Retail,Russia,2019.0,Malware,pii_customer,367712.0,23000,8.9,11.57,13,1.0,3.798,100.0,11.57
Telecommunications,Russia,2015.0,DDoS,pii_customer,236346.0,45000,34.5,83.28,55,4.0,4.22,100.0,83.28
Retail,Australia,2018.0,SQL Injection,pii_customer,287089.0,23000,8.9,51.46,8,1.0,3.798,100.0,51.46
Healthcare,Brazil,2024.0,Malware,pii_customer,964191.0,10700,19.2,50.71,36,3.0,8.44,100.0,50.71
Healthcare,China,2016.0,SQL Injection,pii_customer,55913.0,10700,19.2,52.68,70,4.0,8.44,100.0,52.68
Government,Japan,2015.0,Phishing,pii_customer,850600.0,2300,8.9,98.29,17,1.0,4.22,100.0,98.29
Retail,France,2024.0,Phishing,pii_customer,201137.0,23000,8.9,45.57,25,2.0,3.798,100.0,45.57
Healthcare,Germany,2017.0,Malware,pii_customer,859708.0,10700,19.2,1.68,10,1.0,8.44,100.0,1.68
Government,Russia,2016.0,Phishing,pii_customer,863777.0,2300,8.9,2.74,20,2.0,4.22,100.0,2.74
Banking,Japan,2024.0,SQL Injection,pii_customer,521384.0,8900,12.3,67.37,32,3.0,4.22,100.0,67.37
Government,Russia,2022.0,SQL Injection,pii_customer,474183.0,2300,8.9,69.09,27,3.0,4.22,100.0,69.09
Retail,Brazil,2018.0,SQL Injection,pii_customer,829742.0,23000,8.9,36.63,57,4.0,3.798,100.0,36.63
Telecommunications,USA,2021.0,DDoS,pii_customer,460842.0,45000,34.5,99.81,59,4.0,4.22,100.0,99.81
Retail,Australia,2022.0,Malware,pii_customer,839881.0,23000,8.9,47.33,51,4.0,3.798,100.0,47.33
IT,Brazil,2017.0,DDoS,pii_customer,860625.0,8900,12.3,72.48,4,1.0,4.22,100.0,72.48
Healthcare,UK,2019.0,SQL Injection,pii_customer,263110.0,10700,19.2,65.47,6,1.0,8.44,100.0,65.47
IT,Japan,2020.0,Man-in-the-Middle,pii_customer,506364.0,8900,12.3,13.61,66,4.0,4.22,100.0,13.61
Education,USA,2021.0,Phishing,pii_customer,176772.0,3400,2.1,6.01,6,1.0,3.376,100.0,6.01
Retail,Brazil,2021.0,SQL Injection,pii_customer,564277.0,23000,8.9,1.32,1,1.0,3.798,100.0,1.32
Retail,Australia,2017.0,Man-in-the-Middle,pii_customer,36780.0,23000,8.9,47.97,64,4.0,3.798,100.0,47.97
Retail,Germany,2021.0,Ransomware,pii_customer,589744.0,23000,8.9,46.82,32,3.0,3.798,100.0,46.82
Government,Russia,2018.0,Malware,pii_customer,309230.0,2300,8.9,59.01,61,4.0,4.22,100.0,59.01
Telecommunications,China,2024.0,Man-in-the-Middle,pii_customer,4913.0,45000,34.5,53.59,61,4.0,4.22,100.0,53.59
Education,Brazil,2020.0,SQL Injection,pii_customer,350295.0,3400,2.1,50.41,5,1.0,3.376,100.0,50.41
Banking,USA,2020.0,DDoS,pii_customer,998706.28,8900,12.3,60.2,19,2.0,4.22,100.0,60.2
Telecommunications,Brazil,2018.0,Malware,pii_customer,445546.0,45000,34.5,96.22,45,4.0,4.22,100.0,96.22
Healthcare,Brazil,2023.0,SQL Injection,pii_customer,486146.0,10700,19.2,7.33,12,1.0,8.44,100.0,7.33
Education,UK,2016.0,Phishing,pii_customer,466333.0,3400,2.1,29.49,51,4.0,3.376,100.0,29.49
Government,Japan,2019.0,Phishing,pii_customer,706019.0,2300,8.9,73.35,65,4.0,4.22,100.0,73.35
Retail,UK,2020.0,DDoS,pii_customer,971464.0,23000,8.9,70.03,4,1.0,3.798,100.0,70.03
IT,India,2015.0,Man-in-the-Middle,pii_customer,224983.0,8900,12.3,76.97,42,4.0,4.22,100.0,76.97
Telecommunications,Brazil,2019.0,Ransomware,pii_customer,919425.0,45000,34.5,87.41,45,4.0,4.22,100.0,87.41
Telecommunications,Russia,2023.0,DDoS,pii_customer,115138.0,45000,34.5,57.25,42,4.0,4.22,100.0,57.25
IT,Japan,2020.0,Phishing,pii_customer,786468.0,8900,12.3,99.57,42,4.0,4.22,100.0,99.57
Retail,India,2023.0,Phishing,pii_customer,620560.0,23000,8.9,5.11,59,4.0,3.798,100.0,5.11
Government,USA,2017.0,Malware,pii_customer,976007.0,2300,8.9,56.74,59,4.0,4.22,100.0,56.74
Education,France,2016.0,DDoS,pii_customer,361163.0,3400,2.1,46.58,38,3.0,3.376,100.0,46.58
Healthcare,Brazil,2017.0,Ransomware,pii_customer,469735.0,10700,19.2,54.78,57,4.0,8.44,100.0,54.78
IT,USA,2015.0,Man-in-the-Middle,pii_customer,117231.0,8900,12.3,46.27,28,3.0,4.22,100.0,46.27
Healthcare,Germany,2018.0,Ransomware,pii_customer,276925.0,10700,19.2,14.38,54,4.0,8.44,100.0,14.38
Telecommunications,Australia,2019.0,Malware,pii_customer,208089.0,45000,34.5,37.3,33,3.0,4.22,100.0,37.3
Telecommunications,Australia,2016.0,Phishing,pii_customer,71720.0,45000,34.5,63.81,21,2.0,4.22,100.0,63.81
Telecommunications,Russia,2024.0,Ransomware,pii_customer,236676.0,45000,34.5,35.62,67,4.0,4.22,100.0,35.62
Telecommunications,India,2024.0,Man-in-the-Middle,pii_customer,409281.0,45000,34.5,93.46,18,2.0,4.22,100.0,93.46
Banking,Japan,2023.0,Phishing,pii_customer,612815.0,8900,12.3,82.36,12,1.0,4.22,100.0,82.36
Telecommunications,Russia,2018.0,SQL Injection,pii_customer,153618.0,45000,34.5,11.32,29,3.0,4.22,100.0,11.32
Banking,India,2023.0,Ransomware,pii_customer,704230.0,8900,12.3,57.15,71,4.0,4.22,100.0,57.15
Retail,China,2019.0,Malware,pii_customer,863510.0,23000,8.9,79.37,2,1.0,3.798,100.0,79.37
Healthcare,India,2024.0,DDoS,pii_customer,488599.0,10700,19.2,4.08,11,1.0,8.44,100.0,4.08
Healthcare,France,2022.0,Ransomware,pii_customer,964782.0,10700,19.2,80.73,47,4.0,8.44,100.0,80.73
IT,Germany,2018.0,Man-in-the-Middle,pii_customer,323027.0,8900,12.3,48.96,49,4.0,4.22,100.0,48.96
Education,China,2023.0,Man-in-the-Middle,pii_customer,12970.0,3400,2.1,10.55,32,3.0,3.376,100.0,10.55
Government,India,2020.0,Man-in-the-Middle,pii_customer,659835.0,2300,8.9,50.19,46,4.0,4.22,100.0,50.19
Telecommunications,China,2023.0,SQL Injection,pii_customer,336320.0,45000,34.5,66.92,51,4.0,4.22,100.0,66.92
Banking,China,2017.0,Man-in-the-Middle,pii_customer,83617.0,8900,12.3,47.52,64,4.0,4.22,100.0,47.52
Banking,Brazil,2018.0,Malware,pii_customer,99178.0,8900,12.3,87.13,27,3.0,4.22,100.0,87.13
Education,Brazil,2024.0,Ransomware,pii_customer,489369.0,3400,2.1,80.1,41,3.0,3.376,100.0,80.1
Telecommunications,Russia,2017.0,Phishing,pii_customer,620350.0,45000,34.5,2.22,45,4.0,4.22,100.0,2.22
Healthcare,USA,2020.0,DDoS,pii_customer,846602.0,10700,19.2,38.14,31,3.0,8.44,100.0,38.14
Government,India,2017.0,Malware,pii_customer,650042.0,2300,8.9,61.02,48,4.0,4.22,100.0,61.02
Government,Japan,2019.0,Man-in-the-Middle,pii_customer,549197.0,2300,8.9,61.01,59,4.0,4.22,100.0,61.01
IT,France,2023.0,Phishing,pii_customer,138639.0,8900,12.3,15.49,14,1.0,4.22,100.0,15.49
Healthcare,Australia,2024.0,Man-in-the-Middle,pii_customer,833819.0,10700,19.2,93.4,14,1.0,8.44,100.0,93.4
Retail,India,2022.0,Malware,pii_customer,813217.0,23000,8.9,13.88,71,4.0,3.798,100.0,13.88
Banking,UK,2017.0,Malware,pii_customer,636273.0,8900,12.3,11.25,30,3.0,4.22,100.0,11.25
Banking,Russia,2017.0,Man-in-the-Middle,pii_customer,45277.0,8900,12.3,66.53,43,4.0,4.22,100.0,66.53
Telecommunications,Australia,2015.0,Phishing,pii_customer,488342.0,45000,34.5,89.41,23,2.0,4.22,100.0,89.41
IT,France,2019.0,Phishing,pii_customer,526220.0,8900,12.3,55.31,2,1.0,4.22,100.0,55.31
Education,USA,2023.0,DDoS,pii_customer,311596.0,3400,2.1,90.38,23,2.0,3.376,100.0,90.38
Retail,Brazil,2024.0,DDoS,pii_customer,658226.0,23000,8.9,25.17,52,4.0,3.798,100.0,25.17
Education,India,2019.0,Phishing,pii_customer,344693.0,3400,2.1,6.29,19,2.0,3.376,100.0,6.29
Education,France,2016.0,Phishing,pii_customer,380995.0,3400,2.1,37.57,60,4.0,3.376,100.0,37.57
Banking,Brazil,2018.0,Malware,pii_customer,458185.0,8900,12.3,3.1,31,3.0,4.22,100.0,3.1
Education,Brazil,2022.0,Man-in-the-Middle,pii_customer,581034.0,3400,2.1,91.69,67,4.0,3.376,100.0,91.69
Retail,Russia,2019.0,Ransomware,pii_customer,722544.0,23000,8.9,19.97,14,1.0,3.798,100.0,19.97
IT,Brazil,2024.0,Phishing,pii_customer,793783.0,8900,12.3,28.78,17,1.0,4.22,100.0,28.78
IT,China,2023.0,SQL Injection,pii_customer,620822.0,8900,12.3,53.21,21,2.0,4.22,100.0,53.21
Healthcare,Russia,2022.0,Ransomware,pii_customer,715102.0,10700,19.2,16.6,2,1.0,8.44,100.0,16.6
Banking,Russia,2021.0,Man-in-the-Middle,pii_customer,634390.0,8900,12.3,44.32,54,4.0,4.22,100.0,44.32
Government,Japan,2021.0,Ransomware,pii_customer,791473.0,2300,8.9,10.34,58,4.0,4.22,100.0,10.34
IT,China,2022.0,Phishing,pii_customer,631816.0,8900,12.3,41.81,29,3.0,4.22,100.0,41.81
Banking,Germany,2016.0,Malware,pii_customer,517353.0,8900,12.3,84.54,41,3.0,4.22,100.0,84.54
Telecommunications,Japan,2015.0,Malware,pii_customer,118734.0,45000,34.5,40.38,21,2.0,4.22,100.0,40.38
Education,India,2020.0,Man-in-the-Middle,pii_customer,963367.0,3400,2.1,39.15,50,4.0,3.376,100.0,39.15
Telecommunications,Australia,2021.0,SQL Injection,pii_customer,71557.0,45000,34.5,22.51,47,4.0,4.22,100.0,22.51
Government,Brazil,2017.0,Ransomware,pii_customer,824704.0,2300,8.9,58.18,30,3.0,4.22,100.0,58.18
Banking,Germany,2023.0,Man-in-the-Middle,pii_customer,3213.8,8900,12.3,92.48,11,1.0,4.22,100.0,92.48
Banking,UK,2015.0,Phishing,pii_customer,630931.0,8900,12.3,51.38,48,4.0,4.22,100.0,51.38
Government,Germany,2016.0,Phishing,pii_customer,395731.0,2300,8.9,93.61,64,4.0,4.22,100.0,93.61
Government,Australia,2017.0,Ransomware,pii_customer,918816.0,2300,8.9,27.38,58,4.0,4.22,100.0,27.38
Healthcare,Australia,2021.0,Malware,pii_customer,357205.0,10700,19.2,74.61,21,2.0,8.44,100.0,74.61
IT,UK,2019.0,SQL Injection,pii_customer,464960.0,8900,12.3,78.84,24,2.0,4.22,100.0,78.84
Telecommunications,USA,2019.0,Ransomware,pii_customer,51619.0,45000,34.5,65.7,3,1.0,4.22,100.0,65.7
IT,Brazil,2017.0,Phishing,pii_customer,850794.0,8900,12.3,81.04,69,4.0,4.22,100.0,81.04
Banking,France,2015.0,Man-in-the-Middle,pii_customer,559841.0,8900,12.3,27.2,22,2.0,4.22,100.0,27.2
Healthcare,China,2018.0,DDoS,pii_customer,685136.0,10700,19.2,86.38,62,4.0,8.44,100.0,86.38
Education,Brazil,2016.0,Malware,pii_customer,102797.0,3400,2.1,83.93,17,1.0,3.376,100.0,83.93
Healthcare,France,2022.0,Ransomware,pii_customer,439046.0,10700,19.2,40.36,42,4.0,8.44,100.0,40.36
Telecommunications,USA,2019.0,SQL Injection,pii_customer,51312.0,45000,34.5,57.4,26,3.0,4.22,100.0,57.4
Retail,Brazil,2022.0,Ransomware,pii_customer,510870.0,23000,8.9,1.42,35,3.0,3.798,100.0,1.42
Government,Russia,2021.0,SQL Injection,pii_customer,348118.0,2300,8.9,66.5,42,4.0,4.22,100.0,66.5
Healthcare,Australia,2016.0,Ransomware,pii_customer,509930.0,10700,19.2,47.18,68,4.0,8.44,100.0,47.18
IT,UK,2016.0,Ransomware,pii_customer,822380.0,8900,12.3,58.99,26,3.0,4.22,100.0,58.99
Banking,Germany,2022.0,SQL Injection,pii_customer,619669.0,8900,12.3,52.91,19,2.0,4.22,100.0,52.91
Telecommunications,Australia,2023.0,SQL Injection,pii_customer,341111.0,45000,34.5,20.95,14,1.0,4.22,100.0,20.95
Government,France,2018.0,Ransomware,pii_customer,443730.0,2300,8.9,2.79,39,3.0,4.22,100.0,2.79
IT,Japan,2017.0,DDoS,pii_customer,824968.0,8900,12.3,27.76,15,1.0,4.22,100.0,27.76
Retail,Japan,2016.0,Man-in-the-Middle,pii_customer,172346.0,23000,8.9,58.77,51,4.0,3.798,100.0,58.77
Telecommunications,Germany,2022.0,DDoS,pii_customer,919855.0,45000,34.5,51.95,56,4.0,4.22,100.0,51.95
IT,Germany,2021.0,Man-in-the-Middle,pii_customer,254634.0,8900,12.3,90.57,5,1.0,4.22,100.0,90.57
Retail,France,2022.0,Phishing,pii_customer,724409.0,23000,8.9,39.15,56,4.0,3.798,100.0,39.15
Healthcare,UK,2018.0,Phishing,pii_customer,269142.0,10700,19.2,95.3,72,4.0,8.44,100.0,95.3
Retail,India,2024.0,Phishing,pii_customer,32067.0,23000,8.9,92.48,19,2.0,3.798,100.0,92.48
Government,Germany,2020.0,Malware,pii_customer,591314.0,2300,8.9,32.2,65,4.0,4.22,100.0,32.2
Healthcare,Germany,2019.0,SQL Injection,pii_customer,149171.0,10700,19.2,91.72,64,4.0,8.44,100.0,91.72
IT,Brazil,2016.0,DDoS,pii_customer,535205.0,8900,12.3,13.52,53,4.0,4.22,100.0,13.52
Education,Germany,2022.0,Ransomware,pii_customer,471889.0,3400,2.1,87.93,4,1.0,3.376,100.0,87.93
Healthcare,France,2019.0,Phishing,pii_customer,869751.0,10700,19.2,52.18,12,1.0,8.44,100.0,52.18
Education,Russia,2017.0,DDoS,pii_customer,690010.0,3400,2.1,50.42,18,2.0,3.376,100.0,50.42
Healthcare,Brazil,2017.0,Ransomware,pii_customer,433987.0,10700,19.2,32.9,21,2.0,8.44,100.0,32.9
Banking,UK,2017.0,Phishing,pii_customer,31262.0,8900,12.3,1.54,56,4.0,4.22,100.0,1.54
Retail,Australia,2022.0,Malware,pii_customer,824433.0,23000,8.9,32.26,60,4.0,3.798,100.0,32.26
Retail,Germany,2023.0,Man-in-the-Middle,pii_customer,651963.0,23000,8.9,23.28,53,4.0,3.798,100.0,23.28
Education,France,2017.0,SQL Injection,pii_customer,349070.0,3400,2.1,81.06,41,3.0,3.376,100.0,81.06
Telecommunications,USA,2024.0,Malware,pii_customer,967411.0,45000,34.5,71.42,47,4.0,4.22,100.0,71.42
Retail,Japan,2021.0,SQL Injection,pii_customer,263770.0,23000,8.9,64.81,62,4.0,3.798,100.0,64.81
Retail,UK,2016.0,Phishing,pii_customer,714670.0,23000,8.9,85.89,32,3.0,3.798,100.0,85.89
Telecommunications,USA,2021.0,DDoS,pii_customer,498904.0,45000,34.5,47.84,65,4.0,4.22,100.0,47.84
Education,USA,2024.0,Phishing,pii_customer,569539.0,3400,2.1,47.95,18,2.0,3.376,100.0,47.95
Retail,China,2016.0,Man-in-the-Middle,pii_customer,217938.0,23000,8.9,82.52,69,4.0,3.798,100.0,82.52
Retail,China,2022.0,Ransomware,pii_customer,172607.0,23000,8.9,36.48,60,4.0,3.798,100.0,36.48
Retail,India,2023.0,Man-in-the-Middle,pii_customer,424762.0,23000,8.9,95.66,10,1.0,3.798,100.0,95.66
IT,Japan,2019.0,Man-in-the-Middle,pii_customer,130309.0,8900,12.3,42.34,56,4.0,4.22,100.0,42.34
Government,India,2018.0,DDoS,pii_customer,95378.0,2300,8.9,65.11,67,4.0,4.22,100.0,65.11
IT,India,2017.0,Phishing,pii_customer,920801.0,8900,12.3,53.95,52,4.0,4.22,100.0,53.95
Retail,Japan,2020.0,Man-in-the-Middle,pii_customer,551038.0,23000,8.9,91.36,21,2.0,3.798,100.0,91.36
Telecommunications,China,2016.0,Malware,pii_customer,962508.0,45000,34.5,85.8,13,1.0,4.22,100.0,85.8
Healthcare,France,2020.0,Malware,pii_customer,267554.0,10700,19.2,92.29,45,4.0,8.44,100.0,92.29
IT,Japan,2020.0,Ransomware,pii_customer,76258.0,8900,12.3,25.3,43,4.0,4.22,100.0,25.3
Banking,Russia,2016.0,Malware,pii_customer,661377.0,8900,12.3,3.6,66,4.0,4.22,100.0,3.6
Retail,Australia,2022.0,SQL Injection,pii_customer,310341.0,23000,8.9,56.62,32,3.0,3.798,100.0,56.62
Education,Russia,2017.0,Phishing,pii_customer,702883.0,3400,2.1,66.25,31,3.0,3.376,100.0,66.25
Education,USA,2017.0,Malware,pii_customer,516103.0,3400,2.1,78.38,62,4.0,3.376,100.0,78.38
Retail,USA,2015.0,Malware,pii_customer,542283.0,23000,8.9,84.7,64,4.0,3.798,100.0,84.7
Government,Russia,2016.0,SQL Injection,pii_customer,173441.0,2300,8.9,43.75,43,4.0,4.22,100.0,43.75
Retail,France,2017.0,DDoS,pii_customer,856228.0,23000,8.9,67.36,47,4.0,3.798,100.0,67.36
IT,UK,2019.0,Malware,pii_customer,791265.0,8900,12.3,68.54,65,4.0,4.22,100.0,68.54
Retail,USA,2019.0,Malware,pii_customer,969699.0,23000,8.9,45.42,63,4.0,3.798,100.0,45.42
Telecommunications,Russia,2023.0,Malware,pii_customer,338867.0,45000,34.5,95.0,34,3.0,4.22,100.0,95.0
Government,Japan,2018.0,Ransomware,pii_customer,951249.0,2300,8.9,44.98,25,2.0,4.22,100.0,44.98
IT,USA,2022.0,Ransomware,pii_customer,34584.0,8900,12.3,50.4,43,4.0,4.22,100.0,50.4
Education,Brazil,2021.0,Malware,pii_customer,298836.0,3400,2.1,74.37,29,3.0,3.376,100.0,74.37
Retail,Brazil,2018.0,Malware,pii_customer,526161.0,23000,8.9,27.82,12,1.0,3.798,100.0,27.82
Government,Brazil,2020.0,Phishing,pii_customer,476308.0,2300,8.9,76.95,44,4.0,4.22,100.0,76.95
Banking,China,2017.0,SQL Injection,pii_customer,206897.0,8900,12.3,29.39,18,2.0,4.22,100.0,29.39
IT,Japan,2022.0,Malware,pii_customer,3213.8,8900,12.3,1.92,56,4.0,4.22,100.0,1.92
Healthcare,UK,2024.0,Ransomware,pii_customer,540353.0,10700,19.2,90.37,68,4.0,8.44,100.0,90.37
Retail,Germany,2015.0,Phishing,pii_customer,779922.0,23000,8.9,84.77,50,4.0,3.798,100.0,84.77
Education,Germany,2016.0,Ransomware,pii_customer,908906.0,3400,2.1,24.4,46,4.0,3.376,100.0,24.4
Healthcare,Russia,2021.0,Man-in-the-Middle,pii_customer,446741.0,10700,19.2,28.34,20,2.0,8.44,100.0,28.34
Education,India,2023.0,Phishing,pii_customer,317488.0,3400,2.1,9.95,46,4.0,3.376,100.0,9.95
IT,Brazil,2024.0,Phishing,pii_customer,182613.0,8900,12.3,72.33,26,3.0,4.22,100.0,72.33
