Industry,Country,Year,Attack_Type,Canonical_Attack_Vector,Data_Type,Records_Compromised,Employee_Count,Security_Budget_Million_USD,Financial_Impact_Million_USD,Recovery_Time_Days,Incident_Severity,Baseline_Industry_Cost_Million_USD,Per_Record_Cost_USD,Estimated_Financial_Impact_Million_USD,Baseline_Source,PerRecord_Source,Source_Tag
Telecommunications,USA,2021,DDoS,unknown,pii_customer,460842,45000,34.5,99.81,59,4,4.22,100.0,99.81,IBM_Global×Multiplier,,LEAN
Retail,Australia,2022,Malware,unknown,pii_customer,839881,23000,8.9,47.33,51,4,3.798,100.0,47.33,IBM_Global×Multiplier,,LEAN
IT,Brazil,2017,DDoS,unknown,pii_customer,860625,8900,12.3,72.48,4,1,4.22,100.0,72.48,IBM_Global×Multiplier,,LEAN
Healthcare,UK,2019,SQL Injection,unknown,pii_customer,263110,10700,19.2,65.47,6,1,8.44,100.0,65.47,IBM_Global×Multiplier,,LEAN
IT,Japan,2020,Man-in-the-Middle,unknown,pii_customer,506364,8900,12.3,13.61,66,4,4.22,100.0,13.61,IBM_Global×Multiplier,,LEAN
Education,USA,2021,Phishing,vulnerability exploit,pii_customer,176772,3400,2.1,6.01,6,1,3.376,100.0,6.01,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2021,SQL Injection,unknown,pii_customer,564277,23000,8.9,1.32,1,1,3.798,100.0,1.32,IBM_Global×Multiplier,,LEAN
Retail,Australia,2017,Man-in-the-Middle,vulnerability exploit,pii_customer,36780,23000,8.9,47.97,64,4,3.798,100.0,47.97,IBM_Global×Multiplier,,LEAN
Retail,Germany,2021,Ransomware,unknown,pii_customer,589744,23000,8.9,46.82,32,3,3.798,100.0,46.82,IBM_Global×Multiplier,,LEAN
Government,Russia,2018,Malware,unknown,pii_customer,309230,2300,8.9,59.01,61,4,4.22,100.0,59.01,IBM_Global×Multiplier,,LEAN
Telecommunications,China,2024,Man-in-the-Middle,unknown,pii_customer,4913,45000,34.5,53.59,61,4,4.22,100.0,53.59,IBM_Global×Multiplier,,LEAN
Education,Brazil,2020,SQL Injection,vulnerability exploit,pii_customer,350295,3400,2.1,50.41,5,1,3.376,100.0,50.41,IBM_Global×Multiplier,,LEAN
Banking,USA,2020,DDoS,unknown,pii_customer,998937,8900,12.3,60.2,19,2,4.22,100.0,60.2,IBM_Global×Multiplier,,LEAN
Telecommunications,Brazil,2018,Malware,unknown,pii_customer,445546,45000,34.5,96.22,45,4,4.22,100.0,96.22,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2023,SQL Injection,unknown,pii_customer,486146,10700,19.2,7.33,12,1,8.44,100.0,7.33,IBM_Global×Multiplier,,LEAN
Education,UK,2016,Phishing,unknown,pii_customer,466333,3400,2.1,29.49,51,4,3.376,100.0,29.49,IBM_Global×Multiplier,,LEAN
Government,Japan,2019,Phishing,unknown,pii_customer,706019,2300,8.9,73.35,65,4,4.22,100.0,73.35,IBM_Global×Multiplier,,LEAN
Retail,UK,2020,DDoS,unknown,pii_customer,971464,23000,8.9,70.03,4,1,3.798,100.0,70.03,IBM_Global×Multiplier,,LEAN
IT,India,2015,Man-in-the-Middle,unknown,pii_customer,224983,8900,12.3,76.97,42,4,4.22,100.0,76.97,IBM_Global×Multiplier,,LEAN
Telecommunications,Brazil,2019,Ransomware,vulnerability exploit,pii_customer,919425,45000,34.5,87.41,45,4,4.22,100.0,87.41,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2023,DDoS,vulnerability exploit,pii_customer,115138,45000,34.5,57.25,42,4,4.22,100.0,57.25,IBM_Global×Multiplier,,LEAN
IT,Japan,2020,Phishing,unknown,pii_customer,786468,8900,12.3,99.57,42,4,4.22,100.0,99.57,IBM_Global×Multiplier,,LEAN
Retail,India,2023,Phishing,unknown,pii_customer,620560,23000,8.9,5.11,59,4,3.798,100.0,5.11,IBM_Global×Multiplier,,LEAN
Government,USA,2017,Malware,unknown,pii_customer,976007,2300,8.9,56.74,59,4,4.22,100.0,56.74,IBM_Global×Multiplier,,LEAN
Education,France,2016,DDoS,unknown,pii_customer,361163,3400,2.1,46.58,38,3,3.376,100.0,46.58,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2017,Ransomware,unknown,pii_customer,469735,10700,19.2,54.78,57,4,8.44,100.0,54.78,IBM_Global×Multiplier,,LEAN
IT,USA,2015,Man-in-the-Middle,vulnerability exploit,pii_customer,117231,8900,12.3,46.27,28,3,4.22,100.0,46.27,IBM_Global×Multiplier,,LEAN
Healthcare,Germany,2018,Ransomware,vulnerability exploit,pii_customer,276925,10700,19.2,14.38,54,4,8.44,100.0,14.38,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2019,Malware,unknown,pii_customer,208089,45000,34.5,37.3,33,3,4.22,100.0,37.3,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2016,Phishing,unknown,pii_customer,71720,45000,34.5,63.81,21,2,4.22,100.0,63.81,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2024,Ransomware,unknown,pii_customer,236676,45000,34.5,35.62,67,4,4.22,100.0,35.62,IBM_Global×Multiplier,,LEAN
Telecommunications,India,2024,Man-in-the-Middle,unknown,pii_customer,409281,45000,34.5,93.46,18,2,4.22,100.0,93.46,IBM_Global×Multiplier,,LEAN
Banking,Japan,2023,Phishing,unknown,pii_customer,612815,8900,12.3,82.36,12,1,4.22,100.0,82.36,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2018,SQL Injection,unknown,pii_customer,153618,45000,34.5,11.32,29,3,4.22,100.0,11.32,IBM_Global×Multiplier,,LEAN
Banking,India,2023,Ransomware,unknown,pii_customer,704230,8900,12.3,57.15,71,4,4.22,100.0,57.15,IBM_Global×Multiplier,,LEAN
Retail,China,2019,Malware,unknown,pii_customer,863510,23000,8.9,79.37,2,1,3.798,100.0,79.37,IBM_Global×Multiplier,,LEAN
Healthcare,India,2024,DDoS,unknown,pii_customer,488599,10700,19.2,4.08,11,1,8.44,100.0,4.08,IBM_Global×Multiplier,,LEAN
Healthcare,France,2022,Ransomware,unknown,pii_customer,964782,10700,19.2,80.73,47,4,8.44,100.0,80.73,IBM_Global×Multiplier,,LEAN
IT,Germany,2018,Man-in-the-Middle,vulnerability exploit,pii_customer,323027,8900,12.3,48.96,49,4,4.22,100.0,48.96,IBM_Global×Multiplier,,LEAN
Education,China,2023,Man-in-the-Middle,unknown,pii_customer,12970,3400,2.1,10.55,32,3,3.376,100.0,10.55,IBM_Global×Multiplier,,LEAN
Government,India,2020,Man-in-the-Middle,unknown,pii_customer,659835,2300,8.9,50.19,46,4,4.22,100.0,50.19,IBM_Global×Multiplier,,LEAN
Telecommunications,China,2023,SQL Injection,unknown,pii_customer,336320,45000,34.5,66.92,51,4,4.22,100.0,66.92,IBM_Global×Multiplier,,LEAN
Banking,China,2017,Man-in-the-Middle,vulnerability exploit,pii_customer,83617,8900,12.3,47.52,64,4,4.22,100.0,47.52,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2018,Malware,vulnerability exploit,pii_customer,99178,8900,12.3,87.13,27,3,4.22,100.0,87.13,IBM_Global×Multiplier,,LEAN
Education,Brazil,2024,Ransomware,vulnerability exploit,pii_customer,489369,3400,2.1,80.1,41,3,3.376,100.0,80.1,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2017,Phishing,unknown,pii_customer,620350,45000,34.5,2.22,45,4,4.22,100.0,2.22,IBM_Global×Multiplier,,LEAN
Healthcare,USA,2020,DDoS,unknown,pii_customer,846602,10700,19.2,38.14,31,3,8.44,100.0,38.14,IBM_Global×Multiplier,,LEAN
Government,India,2017,Malware,vulnerability exploit,pii_customer,650042,2300,8.9,61.02,48,4,4.22,100.0,61.02,IBM_Global×Multiplier,,LEAN
Government,Japan,2019,Man-in-the-Middle,unknown,pii_customer,549197,2300,8.9,61.01,59,4,4.22,100.0,61.01,IBM_Global×Multiplier,,LEAN
IT,France,2023,Phishing,vulnerability exploit,pii_customer,138639,8900,12.3,15.49,14,1,4.22,100.0,15.49,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2024,Man-in-the-Middle,vulnerability exploit,pii_customer,833819,10700,19.2,93.4,14,1,8.44,100.0,93.4,IBM_Global×Multiplier,,LEAN
Retail,India,2022,Malware,unknown,pii_customer,813217,23000,8.9,13.88,71,4,3.798,100.0,13.88,IBM_Global×Multiplier,,LEAN
Banking,UK,2017,Malware,unknown,pii_customer,636273,8900,12.3,11.25,30,3,4.22,100.0,11.25,IBM_Global×Multiplier,,LEAN
Banking,Russia,2017,Man-in-the-Middle,unknown,pii_customer,45277,8900,12.3,66.53,43,4,4.22,100.0,66.53,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2015,Phishing,vulnerability exploit,pii_customer,488342,45000,34.5,89.41,23,2,4.22,100.0,89.41,IBM_Global×Multiplier,,LEAN
IT,France,2019,Phishing,unknown,pii_customer,526220,8900,12.3,55.31,2,1,4.22,100.0,55.31,IBM_Global×Multiplier,,LEAN
Education,USA,2023,DDoS,unknown,pii_customer,311596,3400,2.1,90.38,23,2,3.376,100.0,90.38,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2024,DDoS,unknown,pii_customer,658226,23000,8.9,25.17,52,4,3.798,100.0,25.17,IBM_Global×Multiplier,,LEAN
Education,India,2019,Phishing,unknown,pii_customer,344693,3400,2.1,6.29,19,2,3.376,100.0,6.29,IBM_Global×Multiplier,,LEAN
Education,France,2016,Phishing,unknown,pii_customer,380995,3400,2.1,37.57,60,4,3.376,100.0,37.57,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2018,Malware,unknown,pii_customer,458185,8900,12.3,3.1,31,3,4.22,100.0,3.1,IBM_Global×Multiplier,,LEAN
Education,Brazil,2022,Man-in-the-Middle,unknown,pii_customer,581034,3400,2.1,91.69,67,4,3.376,100.0,91.69,IBM_Global×Multiplier,,LEAN
Retail,Russia,2019,Ransomware,unknown,pii_customer,722544,23000,8.9,19.97,14,1,3.798,100.0,19.97,IBM_Global×Multiplier,,LEAN
IT,Brazil,2024,Phishing,unknown,pii_customer,793783,8900,12.3,28.78,17,1,4.22,100.0,28.78,IBM_Global×Multiplier,,LEAN
IT,China,2023,SQL Injection,unknown,pii_customer,620822,8900,12.3,53.21,21,2,4.22,100.0,53.21,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2022,Ransomware,unknown,pii_customer,715102,10700,19.2,16.6,2,1,8.44,100.0,16.6,IBM_Global×Multiplier,,LEAN
Banking,Russia,2021,Man-in-the-Middle,unknown,pii_customer,634390,8900,12.3,44.32,54,4,4.22,100.0,44.32,IBM_Global×Multiplier,,LEAN
Government,Japan,2021,Ransomware,unknown,pii_customer,791473,2300,8.9,10.34,58,4,4.22,100.0,10.34,IBM_Global×Multiplier,,LEAN
IT,China,2022,Phishing,unknown,pii_customer,631816,8900,12.3,41.81,29,3,4.22,100.0,41.81,IBM_Global×Multiplier,,LEAN
Banking,Germany,2016,Malware,unknown,pii_customer,517353,8900,12.3,84.54,41,3,4.22,100.0,84.54,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2015,Malware,vulnerability exploit,pii_customer,118734,45000,34.5,40.38,21,2,4.22,100.0,40.38,IBM_Global×Multiplier,,LEAN
Education,India,2020,Man-in-the-Middle,unknown,pii_customer,963367,3400,2.1,39.15,50,4,3.376,100.0,39.15,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2021,SQL Injection,unknown,pii_customer,71557,45000,34.5,22.51,47,4,4.22,100.0,22.51,IBM_Global×Multiplier,,LEAN
Government,Brazil,2017,Ransomware,unknown,pii_customer,824704,2300,8.9,58.18,30,3,4.22,100.0,58.18,IBM_Global×Multiplier,,LEAN
Banking,Germany,2023,Man-in-the-Middle,unknown,pii_customer,1326,8900,12.3,92.48,11,1,4.22,100.0,92.48,IBM_Global×Multiplier,,LEAN
Banking,UK,2015,Phishing,unknown,pii_customer,630931,8900,12.3,51.38,48,4,4.22,100.0,51.38,IBM_Global×Multiplier,,LEAN
Government,Germany,2016,Phishing,vulnerability exploit,pii_customer,395731,2300,8.9,93.61,64,4,4.22,100.0,93.61,IBM_Global×Multiplier,,LEAN
Government,Australia,2017,Ransomware,unknown,pii_customer,918816,2300,8.9,27.38,58,4,4.22,100.0,27.38,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2021,Malware,unknown,pii_customer,357205,10700,19.2,74.61,21,2,8.44,100.0,74.61,IBM_Global×Multiplier,,LEAN
IT,UK,2019,SQL Injection,vulnerability exploit,pii_customer,464960,8900,12.3,78.84,24,2,4.22,100.0,78.84,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2019,Ransomware,vulnerability exploit,pii_customer,51619,45000,34.5,65.7,3,1,4.22,100.0,65.7,IBM_Global×Multiplier,,LEAN
IT,Brazil,2017,Phishing,unknown,pii_customer,850794,8900,12.3,81.04,69,4,4.22,100.0,81.04,IBM_Global×Multiplier,,LEAN
Banking,France,2015,Man-in-the-Middle,vulnerability exploit,pii_customer,559841,8900,12.3,27.2,22,2,4.22,100.0,27.2,IBM_Global×Multiplier,,LEAN
Healthcare,China,2018,DDoS,unknown,pii_customer,685136,10700,19.2,86.38,62,4,8.44,100.0,86.38,IBM_Global×Multiplier,,LEAN
Education,Brazil,2016,Malware,unknown,pii_customer,102797,3400,2.1,83.93,17,1,3.376,100.0,83.93,IBM_Global×Multiplier,,LEAN
Healthcare,France,2022,Ransomware,unknown,pii_customer,439046,10700,19.2,40.36,42,4,8.44,100.0,40.36,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2019,SQL Injection,unknown,pii_customer,51312,45000,34.5,57.4,26,3,4.22,100.0,57.4,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2022,Ransomware,vulnerability exploit,pii_customer,510870,23000,8.9,1.42,35,3,3.798,100.0,1.42,IBM_Global×Multiplier,,LEAN
Government,Russia,2021,SQL Injection,unknown,pii_customer,348118,2300,8.9,66.5,42,4,4.22,100.0,66.5,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2016,Ransomware,unknown,pii_customer,509930,10700,19.2,47.18,68,4,8.44,100.0,47.18,IBM_Global×Multiplier,,LEAN
IT,UK,2016,Ransomware,unknown,pii_customer,822380,8900,12.3,58.99,26,3,4.22,100.0,58.99,IBM_Global×Multiplier,,LEAN
Banking,Germany,2022,SQL Injection,vulnerability exploit,pii_customer,619669,8900,12.3,52.91,19,2,4.22,100.0,52.91,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2023,SQL Injection,unknown,pii_customer,341111,45000,34.5,20.95,14,1,4.22,100.0,20.95,IBM_Global×Multiplier,,LEAN
Government,France,2018,Ransomware,unknown,pii_customer,443730,2300,8.9,2.79,39,3,4.22,100.0,2.79,IBM_Global×Multiplier,,LEAN
IT,Japan,2017,DDoS,unknown,pii_customer,824968,8900,12.3,27.76,15,1,4.22,100.0,27.76,IBM_Global×Multiplier,,LEAN
Retail,Japan,2016,Man-in-the-Middle,unknown,pii_customer,172346,23000,8.9,58.77,51,4,3.798,100.0,58.77,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2022,DDoS,unknown,pii_customer,919855,45000,34.5,51.95,56,4,4.22,100.0,51.95,IBM_Global×Multiplier,,LEAN
IT,Germany,2021,Man-in-the-Middle,unknown,pii_customer,254634,8900,12.3,90.57,5,1,4.22,100.0,90.57,IBM_Global×Multiplier,,LEAN
Retail,France,2022,Phishing,unknown,pii_customer,724409,23000,8.9,39.15,56,4,3.798,100.0,39.15,IBM_Global×Multiplier,,LEAN
Healthcare,UK,2018,Phishing,vulnerability exploit,pii_customer,269142,10700,19.2,95.3,72,4,8.44,100.0,95.3,IBM_Global×Multiplier,,LEAN
Retail,India,2024,Phishing,vulnerability exploit,pii_customer,32067,23000,8.9,92.48,19,2,3.798,100.0,92.48,IBM_Global×Multiplier,,LEAN
Government,Germany,2020,Malware,unknown,pii_customer,591314,2300,8.9,32.2,65,4,4.22,100.0,32.2,IBM_Global×Multiplier,,LEAN
Healthcare,Germany,2019,SQL Injection,unknown,pii_customer,149171,10700,19.2,91.72,64,4,8.44,100.0,91.72,IBM_Global×Multiplier,,LEAN
IT,Brazil,2016,DDoS,unknown,pii_customer,535205,8900,12.3,13.52,53,4,4.22,100.0,13.52,IBM_Global×Multiplier,,LEAN
Education,Germany,2022,Ransomware,unknown,pii_customer,471889,3400,2.1,87.93,4,1,3.376,100.0,87.93,IBM_Global×Multiplier,,LEAN
Healthcare,France,2019,Phishing,unknown,pii_customer,869751,10700,19.2,52.18,12,1,8.44,100.0,52.18,IBM_Global×Multiplier,,LEAN
Education,Russia,2017,DDoS,unknown,pii_customer,690010,3400,2.1,50.42,18,2,3.376,100.0,50.42,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2017,Ransomware,unknown,pii_customer,433987,10700,19.2,32.9,21,2,8.44,100.0,32.9,IBM_Global×Multiplier,,LEAN
Banking,UK,2017,Phishing,unknown,pii_customer,31262,8900,12.3,1.54,56,4,4.22,100.0,1.54,IBM_Global×Multiplier,,LEAN
Retail,Australia,2022,Malware,vulnerability exploit,pii_customer,824433,23000,8.9,32.26,60,4,3.798,100.0,32.26,IBM_Global×Multiplier,,LEAN
Retail,Germany,2023,Man-in-the-Middle,vulnerability exploit,pii_customer,651963,23000,8.9,23.28,53,4,3.798,100.0,23.28,IBM_Global×Multiplier,,LEAN
Education,France,2017,SQL Injection,unknown,pii_customer,349070,3400,2.1,81.06,41,3,3.376,100.0,81.06,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2024,Malware,unknown,pii_customer,967411,45000,34.5,71.42,47,4,4.22,100.0,71.42,IBM_Global×Multiplier,,LEAN
Retail,Japan,2021,SQL Injection,unknown,pii_customer,263770,23000,8.9,64.81,62,4,3.798,100.0,64.81,IBM_Global×Multiplier,,LEAN
Retail,UK,2016,Phishing,unknown,pii_customer,714670,23000,8.9,85.89,32,3,3.798,100.0,85.89,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2021,DDoS,unknown,pii_customer,498904,45000,34.5,47.84,65,4,4.22,100.0,47.84,IBM_Global×Multiplier,,LEAN
Education,USA,2024,Phishing,unknown,pii_customer,569539,3400,2.1,47.95,18,2,3.376,100.0,47.95,IBM_Global×Multiplier,,LEAN
Retail,China,2016,Man-in-the-Middle,unknown,pii_customer,217938,23000,8.9,82.52,69,4,3.798,100.0,82.52,IBM_Global×Multiplier,,LEAN
Retail,China,2022,Ransomware,unknown,pii_customer,172607,23000,8.9,36.48,60,4,3.798,100.0,36.48,IBM_Global×Multiplier,,LEAN
Retail,India,2023,Man-in-the-Middle,vulnerability exploit,pii_customer,424762,23000,8.9,95.66,10,1,3.798,100.0,95.66,IBM_Global×Multiplier,,LEAN
IT,Japan,2019,Man-in-the-Middle,unknown,pii_customer,130309,8900,12.3,42.34,56,4,4.22,100.0,42.34,IBM_Global×Multiplier,,LEAN
Government,India,2018,DDoS,unknown,pii_customer,95378,2300,8.9,65.11,67,4,4.22,100.0,65.11,IBM_Global×Multiplier,,LEAN
IT,India,2017,Phishing,unknown,pii_customer,920801,8900,12.3,53.95,52,4,4.22,100.0,53.95,IBM_Global×Multiplier,,LEAN
Retail,Japan,2020,Man-in-the-Middle,unknown,pii_customer,551038,23000,8.9,91.36,21,2,3.798,100.0,91.36,IBM_Global×Multiplier,,LEAN
Telecommunications,China,2016,Malware,unknown,pii_customer,962508,45000,34.5,85.8,13,1,4.22,100.0,85.8,IBM_Global×Multiplier,,LEAN
Healthcare,France,2020,Malware,unknown,pii_customer,267554,10700,19.2,92.29,45,4,8.44,100.0,92.29,IBM_Global×Multiplier,,LEAN
IT,Japan,2020,Ransomware,unknown,pii_customer,76258,8900,12.3,25.3,43,4,4.22,100.0,25.3,IBM_Global×Multiplier,,LEAN
Banking,Russia,2016,Malware,unknown,pii_customer,661377,8900,12.3,3.6,66,4,4.22,100.0,3.6,IBM_Global×Multiplier,,LEAN
Retail,Australia,2022,SQL Injection,unknown,pii_customer,310341,23000,8.9,56.62,32,3,3.798,100.0,56.62,IBM_Global×Multiplier,,LEAN
Education,Russia,2017,Phishing,vulnerability exploit,pii_customer,702883,3400,2.1,66.25,31,3,3.376,100.0,66.25,IBM_Global×Multiplier,,LEAN
Education,USA,2017,Malware,vulnerability exploit,pii_customer,516103,3400,2.1,78.38,62,4,3.376,100.0,78.38,IBM_Global×Multiplier,,LEAN
Retail,USA,2015,Malware,unknown,pii_customer,542283,23000,8.9,84.7,64,4,3.798,100.0,84.7,IBM_Global×Multiplier,,LEAN
Government,Russia,2016,SQL Injection,unknown,pii_customer,173441,2300,8.9,43.75,43,4,4.22,100.0,43.75,IBM_Global×Multiplier,,LEAN
Retail,France,2017,DDoS,unknown,pii_customer,856228,23000,8.9,67.36,47,4,3.798,100.0,67.36,IBM_Global×Multiplier,,LEAN
IT,UK,2019,Malware,unknown,pii_customer,791265,8900,12.3,68.54,65,4,4.22,100.0,68.54,IBM_Global×Multiplier,,LEAN
Retail,USA,2019,Malware,unknown,pii_customer,969699,23000,8.9,45.42,63,4,3.798,100.0,45.42,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2023,Malware,vulnerability exploit,pii_customer,338867,45000,34.5,95.0,34,3,4.22,100.0,95.0,IBM_Global×Multiplier,,LEAN
Government,Japan,2018,Ransomware,unknown,pii_customer,951249,2300,8.9,44.98,25,2,4.22,100.0,44.98,IBM_Global×Multiplier,,LEAN
IT,USA,2022,Ransomware,unknown,pii_customer,34584,8900,12.3,50.4,43,4,4.22,100.0,50.4,IBM_Global×Multiplier,,LEAN
Education,Brazil,2021,Malware,unknown,pii_customer,298836,3400,2.1,74.37,29,3,3.376,100.0,74.37,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2018,Malware,vulnerability exploit,pii_customer,526161,23000,8.9,27.82,12,1,3.798,100.0,27.82,IBM_Global×Multiplier,,LEAN
Government,Brazil,2020,Phishing,unknown,pii_customer,476308,2300,8.9,76.95,44,4,4.22,100.0,76.95,IBM_Global×Multiplier,,LEAN
Banking,China,2017,SQL Injection,unknown,pii_customer,206897,8900,12.3,29.39,18,2,4.22,100.0,29.39,IBM_Global×Multiplier,,LEAN
IT,Japan,2022,Malware,vulnerability exploit,pii_customer,2653,8900,12.3,1.92,56,4,4.22,100.0,1.92,IBM_Global×Multiplier,,LEAN
Healthcare,UK,2024,Ransomware,vulnerability exploit,pii_customer,540353,10700,19.2,90.37,68,4,8.44,100.0,90.37,IBM_Global×Multiplier,,LEAN
Retail,Germany,2015,Phishing,unknown,pii_customer,779922,23000,8.9,84.77,50,4,3.798,100.0,84.77,IBM_Global×Multiplier,,LEAN
Education,Germany,2016,Ransomware,unknown,pii_customer,908906,3400,2.1,24.4,46,4,3.376,100.0,24.4,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2021,Man-in-the-Middle,unknown,pii_customer,446741,10700,19.2,28.34,20,2,8.44,100.0,28.34,IBM_Global×Multiplier,,LEAN
Education,India,2023,Phishing,unknown,pii_customer,317488,3400,2.1,9.95,46,4,3.376,100.0,9.95,IBM_Global×Multiplier,,LEAN
IT,Brazil,2024,Phishing,vulnerability exploit,pii_customer,182613,8900,12.3,72.33,26,3,4.22,100.0,72.33,IBM_Global×Multiplier,,LEAN
IT,UK,2018,Ransomware,unknown,pii_customer,211305,8900,12.3,61.42,27,3,4.22,100.0,61.42,IBM_Global×Multiplier,,LEAN
Government,UK,2024,DDoS,vulnerability exploit,pii_customer,60379,2300,8.9,68.83,32,3,4.22,100.0,68.83,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2020,Ransomware,unknown,pii_customer,785179,10700,19.2,11.11,2,1,8.44,100.0,11.11,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2022,SQL Injection,unknown,pii_customer,652682,45000,34.5,1.99,46,4,4.22,100.0,1.99,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2022,SQL Injection,vulnerability exploit,pii_customer,52649,8900,12.3,5.85,57,4,4.22,100.0,5.85,IBM_Global×Multiplier,,LEAN
Government,Germany,2024,Man-in-the-Middle,unknown,pii_customer,865871,2300,8.9,45.75,58,4,4.22,100.0,45.75,IBM_Global×Multiplier,,LEAN
Retail,Russia,2022,DDoS,unknown,pii_customer,474552,23000,8.9,93.71,20,2,3.798,100.0,93.71,IBM_Global×Multiplier,,LEAN
Healthcare,France,2024,SQL Injection,unknown,pii_customer,400840,10700,19.2,5.7,57,4,8.44,100.0,5.7,IBM_Global×Multiplier,,LEAN
Education,USA,2020,Phishing,unknown,pii_customer,275819,3400,2.1,60.57,69,4,3.376,100.0,60.57,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2021,DDoS,unknown,pii_customer,454088,23000,8.9,89.79,70,4,3.798,100.0,89.79,IBM_Global×Multiplier,,LEAN
Government,France,2018,Phishing,vulnerability exploit,pii_customer,338619,2300,8.9,30.68,68,4,4.22,100.0,30.68,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2018,Malware,unknown,pii_customer,940038,8900,12.3,31.56,24,2,4.22,100.0,31.56,IBM_Global×Multiplier,,LEAN
Government,USA,2017,DDoS,unknown,pii_customer,17805,2300,8.9,98.73,31,3,4.22,100.0,98.73,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2020,SQL Injection,unknown,pii_customer,244933,45000,34.5,92.13,37,3,4.22,100.0,92.13,IBM_Global×Multiplier,,LEAN
Retail,USA,2016,Phishing,unknown,pii_customer,198602,23000,8.9,71.14,18,2,3.798,100.0,71.14,IBM_Global×Multiplier,,LEAN
Retail,India,2023,DDoS,unknown,pii_customer,504861,23000,8.9,73.85,65,4,3.798,100.0,73.85,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2016,Malware,unknown,pii_customer,695618,45000,34.5,91.24,14,1,4.22,100.0,91.24,IBM_Global×Multiplier,,LEAN
Healthcare,China,2022,Man-in-the-Middle,unknown,pii_customer,270732,10700,19.2,5.4,31,3,8.44,100.0,5.4,IBM_Global×Multiplier,,LEAN
Retail,UK,2015,Phishing,unknown,pii_customer,270326,23000,8.9,77.58,24,2,3.798,100.0,77.58,IBM_Global×Multiplier,,LEAN
Government,Russia,2017,Man-in-the-Middle,vulnerability exploit,pii_customer,827534,2300,8.9,80.95,29,3,4.22,100.0,80.95,IBM_Global×Multiplier,,LEAN
Retail,Germany,2020,Man-in-the-Middle,unknown,pii_customer,32499,23000,8.9,46.07,14,1,3.798,100.0,46.07,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2016,Malware,vulnerability exploit,pii_customer,279065,45000,34.5,52.2,62,4,4.22,100.0,52.2,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2017,Ransomware,vulnerability exploit,pii_customer,119598,45000,34.5,49.56,43,4,4.22,100.0,49.56,IBM_Global×Multiplier,,LEAN
Education,Germany,2016,SQL Injection,unknown,pii_customer,387500,3400,2.1,61.78,30,3,3.376,100.0,61.78,IBM_Global×Multiplier,,LEAN
Education,Brazil,2018,Phishing,unknown,pii_customer,656031,3400,2.1,66.07,36,3,3.376,100.0,66.07,IBM_Global×Multiplier,,LEAN
Education,China,2022,Ransomware,unknown,pii_customer,637259,3400,2.1,85.72,57,4,3.376,100.0,85.72,IBM_Global×Multiplier,,LEAN
Education,Russia,2023,SQL Injection,unknown,pii_customer,623106,3400,2.1,0.98,43,4,3.376,100.0,0.98,IBM_Global×Multiplier,,LEAN
Education,India,2015,DDoS,unknown,pii_customer,513867,3400,2.1,21.74,34,3,3.376,100.0,21.74,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2023,Man-in-the-Middle,unknown,pii_customer,710871,10700,19.2,7.54,55,4,8.44,100.0,7.54,IBM_Global×Multiplier,,LEAN
