Incident_ID,Date_Reported,Company_Name,Industry,Country,Attack_Type,Records_Compromised,Attack_Vector,Data_Type,Ransom_Amount_USD,Recovery_Time_Days,Financial_Impact_Million_USD,CISO_Present,Security_Budget_Million_USD,Employee_Count,Previous_Incidents,Patch_Status,MFA_Enabled,Security_Training_Hours,Incident_Severity,Attribution,Response_Time_Hours,Regulatory_Fine_Million_USD,Stock_Impact_Percent,Customer_Churn_Percent,Reputation_Score_Change,Year,Per_Record_Cost_USD,Baseline_Industry_Cost_Million_USD,Estimated_Financial_Impact_Million_USD,Baseline_Source_x,PerRecord_Source_x,Source_Tag,Baseline_Source_y,Baseline_Source,PerRecord_Source_y,PerRecord_Source
,,,Healthcare,France,Malware,267554,,,,,92.29,,,,,,,,45.0,,,,,,,2020,100.31243975865726,7.42,92.29,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Japan,Ransomware,76258,,,,,25.3,,,,,,,,43.0,,,,,,,2020,100.31243975865726,53.3,25.3,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Russia,Malware,661377,,,,,3.6,,,,,,,,66.0,,,,,,,2016,100.31243975865726,50.75,3.6,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Australia,SQL Injection,310341,,,,,56.62,,,,,,,,32.0,,,,,,,2022,100.31243975865726,3.54,56.62,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Russia,Phishing,702883,,,,,66.25,,,,,,,,31.0,,,,,,,2017,100.31243975865726,3.8,66.25,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,USA,Malware,516103,,,,,78.38,,,,,,,,62.0,,,,,,,2017,100.31243975865726,3.8,78.38,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,Malware,542283,,,,,84.7,,,,,,,,64.0,,,,,,,2015,100.31243975865726,3.54,84.7,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Russia,SQL Injection,173441,,,,,43.75,,,,,,,,43.0,,,,,,,2016,100.31243975865726,54.44,43.75,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,France,DDoS,856228,,,,,67.36,,,,,,,,47.0,,,,,,,2017,100.31243975865726,3.54,67.36,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,UK,Malware,791265,,,,,68.54,,,,,,,,65.0,,,,,,,2019,100.31243975865726,53.3,68.54,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,USA,Malware,969699,,,,,45.42,,,,,,,,63.0,,,,,,,2019,100.31243975865726,3.54,45.42,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Russia,Malware,338867,,,,,95.0,,,,,,,,34.0,,,,,,,2023,100.31243975865726,51.230000000000004,95.0,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Japan,Ransomware,951249,,,,,44.98,,,,,,,,25.0,,,,,,,2018,100.31243975865726,54.44,44.98,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,USA,Ransomware,34584,,,,,50.4,,,,,,,,43.0,,,,,,,2022,100.31243975865726,53.3,50.4,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Brazil,Malware,298836,,,,,74.37,,,,,,,,29.0,,,,,,,2021,100.31243975865726,3.8,74.37,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Brazil,Malware,526161,,,,,27.82,,,,,,,,12.0,,,,,,,2018,100.31243975865726,3.54,27.82,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Brazil,Phishing,476308,,,,,76.95,,,,,,,,44.0,,,,,,,2020,100.31243975865726,54.44,76.95,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,China,SQL Injection,206897,,,,,29.39,,,,,,,,18.0,,,,,,,2017,100.31243975865726,50.75,29.39,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Japan,Malware,2653,,,,,1.92,,,,,,,,56.0,,,,,,,2022,100.31243975865726,53.3,1.92,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,UK,Ransomware,540353,,,,,90.37,,,,,,,,68.0,,,,,,,2024,100.31243975865726,7.42,90.37,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Germany,Phishing,779922,,,,,84.77,,,,,,,,50.0,,,,,,,2015,100.31243975865726,3.54,84.77,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Germany,Ransomware,908906,,,,,24.4,,,,,,,,46.0,,,,,,,2016,100.31243975865726,3.8,24.4,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Russia,Man-in-the-Middle,446741,,,,,28.34,,,,,,,,20.0,,,,,,,2021,100.31243975865726,7.42,28.34,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,India,Phishing,317488,,,,,9.95,,,,,,,,46.0,,,,,,,2023,100.31243975865726,3.8,9.95,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Brazil,Phishing,182613,,,,,72.33,,,,,,,,26.0,,,,,,,2024,100.31243975865726,53.3,72.33,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,Ransomware,211305,,,,,61.42,,,,,,,,27.0,,,,,,,2018,100.31243975865726,53.3,61.42,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,UK,DDoS,60379,,,,,68.83,,,,,,,,32.0,,,,,,,2024,100.31243975865726,54.44,68.83,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Russia,Ransomware,785179,,,,,11.11,,,,,,,,2.0,,,,,,,2020,100.31243975865726,7.42,11.11,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Russia,SQL Injection,652682,,,,,1.99,,,,,,,,46.0,,,,,,,2022,100.31243975865726,51.230000000000004,1.99,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Brazil,SQL Injection,52649,,,,,5.85,,,,,,,,57.0,,,,,,,2022,100.31243975865726,50.75,5.85,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Germany,Man-in-the-Middle,865871,,,,,45.75,,,,,,,,58.0,,,,,,,2024,100.31243975865726,54.44,45.75,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Russia,DDoS,474552,,,,,93.71,,,,,,,,20.0,,,,,,,2022,100.31243975865726,3.54,93.71,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,France,SQL Injection,400840,,,,,5.7,,,,,,,,57.0,,,,,,,2024,100.31243975865726,7.42,5.7,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,USA,Phishing,275819,,,,,60.57,,,,,,,,69.0,,,,,,,2020,100.31243975865726,3.8,60.57,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Brazil,DDoS,454088,,,,,89.79,,,,,,,,70.0,,,,,,,2021,100.31243975865726,3.54,89.79,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,France,Phishing,338619,,,,,30.68,,,,,,,,68.0,,,,,,,2018,100.31243975865726,54.44,30.68,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Brazil,Malware,940038,,,,,31.56,,,,,,,,24.0,,,,,,,2018,100.31243975865726,50.75,31.56,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,DDoS,17805,,,,,98.73,,,,,,,,31.0,,,,,,,2017,100.31243975865726,54.44,98.73,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Japan,SQL Injection,244933,,,,,92.13,,,,,,,,37.0,,,,,,,2020,100.31243975865726,51.230000000000004,92.13,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,USA,Phishing,198602,,,,,71.14,,,,,,,,18.0,,,,,,,2016,100.31243975865726,3.54,71.14,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,India,DDoS,504861,,,,,73.85,,,,,,,,65.0,,,,,,,2023,100.31243975865726,3.54,73.85,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,UK,Malware,695618,,,,,91.24,,,,,,,,14.0,,,,,,,2016,100.31243975865726,51.230000000000004,91.24,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,China,Man-in-the-Middle,270732,,,,,5.4,,,,,,,,31.0,,,,,,,2022,100.31243975865726,7.42,5.4,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,UK,Phishing,270326,,,,,77.58,,,,,,,,24.0,,,,,,,2015,100.31243975865726,3.54,77.58,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Russia,Man-in-the-Middle,827534,,,,,80.95,,,,,,,,29.0,,,,,,,2017,100.31243975865726,54.44,80.95,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Germany,Man-in-the-Middle,32499,,,,,46.07,,,,,,,,14.0,,,,,,,2020,100.31243975865726,3.54,46.07,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Russia,Malware,279065,,,,,52.2,,,,,,,,62.0,,,,,,,2016,100.31243975865726,51.230000000000004,52.2,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Germany,Ransomware,119598,,,,,49.56,,,,,,,,43.0,,,,,,,2017,100.31243975865726,51.230000000000004,49.56,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Germany,SQL Injection,387500,,,,,61.78,,,,,,,,30.0,,,,,,,2016,100.31243975865726,3.8,61.78,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Brazil,Phishing,656031,,,,,66.07,,,,,,,,36.0,,,,,,,2018,100.31243975865726,3.8,66.07,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,China,Ransomware,637259,,,,,85.72,,,,,,,,57.0,,,,,,,2022,100.31243975865726,3.8,85.72,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Russia,SQL Injection,623106,,,,,0.98,,,,,,,,43.0,,,,,,,2023,100.31243975865726,3.8,0.98,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,India,DDoS,513867,,,,,21.74,,,,,,,,34.0,,,,,,,2015,100.31243975865726,3.8,21.74,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Australia,Man-in-the-Middle,710871,,,,,7.54,,,,,,,,55.0,,,,,,,2023,100.31243975865726,7.42,7.54,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,India,Malware,875225,,,,,7.08,,,,,,,,31.0,,,,,,,2020,100.31243975865726,7.42,7.08,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Germany,Malware,989625,,,,,71.2,,,,,,,,53.0,,,,,,,2024,100.31243975865726,3.54,71.2,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,China,DDoS,210433,,,,,89.08,,,,,,,,63.0,,,,,,,2016,100.31243975865726,3.8,89.08,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,USA,Malware,709153,,,,,26.31,,,,,,,,45.0,,,,,,,2018,100.31243975865726,53.3,26.31,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,France,Ransomware,568832,,,,,21.11,,,,,,,,12.0,,,,,,,2020,100.31243975865726,53.3,21.11,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,China,Phishing,355545,,,,,51.76,,,,,,,,68.0,,,,,,,2022,100.31243975865726,3.54,51.76,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Germany,Phishing,112635,,,,,90.91,,,,,,,,55.0,,,,,,,2019,100.31243975865726,3.8,90.91,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Brazil,SQL Injection,988268,,,,,89.39,,,,,,,,44.0,,,,,,,2015,100.31243975865726,50.75,89.39,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,India,Malware,357399,,,,,65.87,,,,,,,,2.0,,,,,,,2021,100.31243975865726,3.8,65.87,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Japan,Man-in-the-Middle,512258,,,,,78.16,,,,,,,,32.0,,,,,,,2018,100.31243975865726,54.44,78.16,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Australia,Ransomware,180760,,,,,24.21,,,,,,,,34.0,,,,,,,2024,100.31243975865726,7.42,24.21,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,Man-in-the-Middle,691638,,,,,81.16,,,,,,,,17.0,,,,,,,2023,100.31243975865726,3.54,81.16,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Russia,Ransomware,123757,,,,,80.18,,,,,,,,54.0,,,,,,,2019,100.31243975865726,53.3,80.18,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Germany,DDoS,702285,,,,,70.0,,,,,,,,46.0,,,,,,,2018,100.31243975865726,51.230000000000004,70.0,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Australia,DDoS,907708,,,,,9.73,,,,,,,,44.0,,,,,,,2022,100.31243975865726,3.8,9.73,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Australia,DDoS,713160,,,,,4.49,,,,,,,,26.0,,,,,,,2015,100.31243975865726,7.42,4.49,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,USA,Malware,239200,,,,,46.75,,,,,,,,8.0,,,,,,,2022,100.31243975865726,50.75,46.75,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,China,DDoS,500521,,,,,63.15,,,,,,,,27.0,,,,,,,2016,100.31243975865726,7.42,63.15,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,India,Phishing,741259,,,,,25.47,,,,,,,,18.0,,,,,,,2015,100.31243975865726,53.3,25.47,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Japan,SQL Injection,604843,,,,,3.97,,,,,,,,40.0,,,,,,,2021,100.31243975865726,3.8,3.97,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,UK,SQL Injection,697610,,,,,19.17,,,,,,,,18.0,,,,,,,2023,100.31243975865726,3.8,19.17,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Germany,SQL Injection,730850,,,,,58.35,,,,,,,,27.0,,,,,,,2022,100.31243975865726,53.3,58.35,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Australia,SQL Injection,417807,,,,,65.08,,,,,,,,46.0,,,,,,,2018,100.31243975865726,53.3,65.08,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,India,Malware,58205,,,,,3.74,,,,,,,,63.0,,,,,,,2020,100.31243975865726,7.42,3.74,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,India,SQL Injection,830670,,,,,33.11,,,,,,,,11.0,,,,,,,2016,100.31243975865726,7.42,33.11,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Brazil,Ransomware,691990,,,,,57.7,,,,,,,,41.0,,,,,,,2024,100.31243975865726,54.44,57.7,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,USA,Ransomware,498089,,,,,74.68,,,,,,,,18.0,,,,,,,2015,100.31243975865726,3.54,74.68,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,China,Ransomware,748040,,,,,86.82,,,,,,,,18.0,,,,,,,2015,100.31243975865726,53.3,86.82,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Brazil,Ransomware,909979,,,,,4.51,,,,,,,,65.0,,,,,,,2018,100.31243975865726,7.42,4.51,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Australia,Man-in-the-Middle,286038,,,,,27.0,,,,,,,,43.0,,,,,,,2019,100.31243975865726,50.75,27.0,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Russia,SQL Injection,479586,,,,,82.88,,,,,,,,8.0,,,,,,,2021,100.31243975865726,3.54,82.88,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Australia,Phishing,454763,,,,,42.03,,,,,,,,14.0,,,,,,,2020,100.31243975865726,50.75,42.03,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,UK,Phishing,60183,,,,,33.85,,,,,,,,17.0,,,,,,,2019,100.31243975865726,51.230000000000004,33.85,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Russia,Phishing,596801,,,,,94.6,,,,,,,,70.0,,,,,,,2018,100.31243975865726,3.8,94.6,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,China,Ransomware,698786,,,,,71.9,,,,,,,,21.0,,,,,,,2021,100.31243975865726,53.3,71.9,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Japan,DDoS,441749,,,,,94.23,,,,,,,,55.0,,,,,,,2021,100.31243975865726,51.230000000000004,94.23,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,China,SQL Injection,966102,,,,,76.4,,,,,,,,1.0,,,,,,,2018,100.31243975865726,7.42,76.4,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,India,Malware,430200,,,,,66.29,,,,,,,,48.0,,,,,,,2017,100.31243975865726,7.42,66.29,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,UK,Ransomware,638668,,,,,49.89,,,,,,,,47.0,,,,,,,2023,100.31243975865726,50.75,49.89,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,UK,DDoS,127817,,,,,81.91,,,,,,,,66.0,,,,,,,2019,100.31243975865726,7.42,81.91,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Brazil,Man-in-the-Middle,491794,,,,,14.54,,,,,,,,4.0,,,,,,,2017,100.31243975865726,54.44,14.54,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Germany,Ransomware,737958,,,,,33.44,,,,,,,,54.0,,,,,,,2024,100.31243975865726,53.3,33.44,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Australia,DDoS,724207,,,,,31.74,,,,,,,,54.0,,,,,,,2017,100.31243975865726,3.8,31.74,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Germany,SQL Injection,451780,,,,,78.11,,,,,,,,28.0,,,,,,,2018,100.31243975865726,7.42,78.11,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,India,Man-in-the-Middle,875227,,,,,8.25,,,,,,,,20.0,,,,,,,2016,100.31243975865726,7.42,8.25,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Brazil,Malware,334945,,,,,17.52,,,,,,,,33.0,,,,,,,2018,100.31243975865726,50.75,17.52,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Australia,DDoS,525978,,,,,81.89,,,,,,,,12.0,,,,,,,2023,100.31243975865726,53.3,81.89,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,UK,Phishing,761252,,,,,37.29,,,,,,,,57.0,,,,,,,2016,100.31243975865726,3.54,37.29,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,China,Phishing,168075,,,,,38.87,,,,,,,,52.0,,,,,,,2017,100.31243975865726,54.44,38.87,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Japan,Ransomware,443408,,,,,6.57,,,,,,,,71.0,,,,,,,2015,100.31243975865726,50.75,6.57,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,DDoS,60917,,,,,17.99,,,,,,,,1.0,,,,,,,2018,100.31243975865726,53.3,17.99,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,USA,Man-in-the-Middle,839892,,,,,59.54,,,,,,,,20.0,,,,,,,2017,100.31243975865726,50.75,59.54,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Brazil,Ransomware,673933,,,,,72.14,,,,,,,,22.0,,,,,,,2021,100.31243975865726,54.44,72.14,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,USA,Ransomware,534283,,,,,84.64,,,,,,,,49.0,,,,,,,2021,100.31243975865726,3.8,84.64,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,UK,DDoS,49715,,,,,32.2,,,,,,,,72.0,,,,,,,2022,100.31243975865726,3.8,32.2,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,China,SQL Injection,297461,,,,,1.16,,,,,,,,15.0,,,,,,,2022,100.31243975865726,50.75,1.16,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Russia,SQL Injection,861410,,,,,48.71,,,,,,,,7.0,,,,,,,2021,100.31243975865726,7.42,48.71,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Germany,DDoS,547178,,,,,14.28,,,,,,,,45.0,,,,,,,2016,100.31243975865726,51.230000000000004,14.28,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Japan,Ransomware,273660,,,,,37.38,,,,,,,,6.0,,,,,,,2020,100.31243975865726,50.75,37.38,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Brazil,Phishing,195113,,,,,23.01,,,,,,,,4.0,,,,,,,2023,100.31243975865726,53.3,23.01,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,China,Man-in-the-Middle,881294,,,,,9.77,,,,,,,,3.0,,,,,,,2018,100.31243975865726,50.75,9.77,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,Phishing,146937,,,,,58.64,,,,,,,,10.0,,,,,,,2024,100.31243975865726,54.44,58.64,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Russia,Phishing,72191,,,,,11.29,,,,,,,,3.0,,,,,,,2016,100.31243975865726,7.42,11.29,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Australia,Man-in-the-Middle,898589,,,,,90.65,,,,,,,,58.0,,,,,,,2022,100.31243975865726,54.44,90.65,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Japan,Malware,430306,,,,,30.66,,,,,,,,67.0,,,,,,,2024,100.31243975865726,51.230000000000004,30.66,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Australia,DDoS,835814,,,,,27.02,,,,,,,,40.0,,,,,,,2022,100.31243975865726,53.3,27.02,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Russia,SQL Injection,837322,,,,,56.07,,,,,,,,25.0,,,,,,,2015,100.31243975865726,53.3,56.07,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Russia,SQL Injection,299403,,,,,10.88,,,,,,,,23.0,,,,,,,2019,100.31243975865726,51.230000000000004,10.88,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,Man-in-the-Middle,482492,,,,,96.13,,,,,,,,17.0,,,,,,,2024,100.31243975865726,54.44,96.13,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,China,DDoS,777010,,,,,88.61,,,,,,,,34.0,,,,,,,2022,100.31243975865726,53.3,88.61,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Germany,DDoS,806210,,,,,73.5,,,,,,,,5.0,,,,,,,2021,100.31243975865726,53.3,73.5,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,China,Malware,281616,,,,,1.17,,,,,,,,6.0,,,,,,,2024,100.31243975865726,54.44,1.17,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,India,Ransomware,827952,,,,,42.02,,,,,,,,21.0,,,,,,,2023,100.31243975865726,50.75,42.02,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,USA,Malware,179586,,,,,59.15,,,,,,,,27.0,,,,,,,2020,100.31243975865726,3.54,59.15,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,UK,Phishing,725905,,,,,26.63,,,,,,,,54.0,,,,,,,2022,100.31243975865726,3.54,26.63,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,USA,DDoS,723411,,,,,30.49,,,,,,,,40.0,,,,,,,2016,100.31243975865726,7.42,30.49,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,India,Malware,141437,,,,,14.01,,,,,,,,10.0,,,,,,,2024,100.31243975865726,50.75,14.01,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,DDoS,441744,,,,,49.88,,,,,,,,40.0,,,,,,,2019,100.31243975865726,54.44,49.88,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Japan,Malware,936738,,,,,4.84,,,,,,,,8.0,,,,,,,2016,100.31243975865726,51.230000000000004,4.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,USA,Malware,822636,,,,,75.51,,,,,,,,63.0,,,,,,,2024,100.31243975865726,3.8,75.51,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Australia,Malware,843891,,,,,68.32,,,,,,,,31.0,,,,,,,2018,100.31243975865726,50.75,68.32,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Russia,DDoS,82576,,,,,6.37,,,,,,,,40.0,,,,,,,2020,100.31243975865726,7.42,6.37,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,France,Ransomware,759522,,,,,97.53,,,,,,,,39.0,,,,,,,2024,100.31243975865726,50.75,97.53,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,UK,Ransomware,860343,,,,,12.22,,,,,,,,42.0,,,,,,,2024,100.31243975865726,50.75,12.22,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Australia,Malware,14483,,,,,55.72,,,,,,,,36.0,,,,,,,2023,100.31243975865726,54.44,55.72,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
